,f01,f02,f03,f04,f05,f06
0,31987243.2,4650484.0,84952.65367479296,5331.207199999999,276.0281604365317,1.0
1,100625486.0,4024702.0,113600.40568745781,16770.914333333334,10.224421406828304,1.0
2,71394192.0,788342.0,29980.518507173525,11899.032,24.247869649320062,1.0
3,20458803.0,5921675.0,83172.9635514231,3409.8005,130.90398330626329,1.0
4,16012910.0,2888244.0,42778.88459189672,2668.818333333333,141.00639422560823,1.0
5,4041856.0,163680.0,3683.30980978232,673.6426666666666,5.670162471841171,1.0
6,2488057.0,62965.0,2068.341314579754,414.6761666666667,6.016486746332598,1.0
7,3883991.0,411604.0,7206.8290249239135,647.3318333333333,17.869272894865837,1.0
8,24125716.0,5248880.0,84287.87929155455,4020.9526666666666,197.20514733392412,1.0
9,10075137.0,41226.0,2467.071751982091,1679.1895,70.57891678448527,1.0
10,21586622.0,607235.0,22428.707137480968,3597.7703333333334,61.03966402141552,1.0
11,15972849.0,185861.0,10213.427881323378,2662.1415,20.346250849386458,1.0
12,43807748.0,301456.0,17966.670937086776,7301.291333333334,21.583456955685367,1.0
13,95397420.0,2054455.0,81476.08260696156,15899.57,10.681991264668206,1.0
14,2033845.0,419764.17,5744.316517037086,338.9741666666662,150.74691135095452,1.0
15,492954.33999999997,27115.52,564.7693497586006,82.1590566666668,8.315283276085752,1.0
16,1644304.0,26974.0,1537.8179046138282,274.05066666666664,2.481296843969641,1.0
17,182067945.0,3320446.0,142357.56101356194,30344.6575,12.529560711407118,1.0
18,385112097.0,100119782.0,1450099.0929573933,64185.3495,219.68905251025677,1.0
19,2100743.0,60016.0,2170.0857614852016,350.1238333333333,7.658419454233148,1.0
20,2831580.0,162598.0,3444.6058745094197,471.93,13.330051260216104,1.0
21,12231153.0,186804.0,4883.809517502966,2038.5255,7.019137383170553,1.0
22,2682433.0,86210.0,2596.2827219484093,447.07216666666665,4.2186447329425665,1.0
23,18678431.0,1319679.0,27603.385769605567,3113.0718333333334,9.66463994643445,1.0
24,6482396.0,92843.0,3979.627279877776,1080.3993333333333,6.343725631872857,1.0
25,10826082.93,81848.87,3783.8049491370466,1804.3471549999967,49.47940886745266,1.0
26,10036558.0,117994.0,5775.645610054589,1672.7596666666666,16.831032031501664,1.0
27,6936319.0,105306.0,4460.332285195532,1156.0531666666666,8.667458495911331,1.0
28,3091198.0,101770.0,3275.6284603774557,515.1996666666666,6.95542927019763,1.0
29,1177490.95,16966.09,777.3012683751999,196.24849166666755,13.55473181886437,1.0
30,250178774.0,4788946.0,150124.8127635382,41696.46233333334,48.676825615228175,1.0
31,40841592.0,9159842.0,148580.69025395854,6806.932,117.05649135400972,1.0
32,403900.0,30222.8,681.3053347842629,67.31666666666669,5.772753827537327,1.0
33,3823523.4,917391.0,14088.200409569046,637.2538999999999,294.3740080169922,1.0
34,1445370.6199999999,17923.89,695.1204437219237,240.89510333333376,17.780426701261973,1.0
35,27986120.0,1285070.0,24016.36251399343,4664.3533333333335,30.962666245104856,1.0
36,39119735.0,607863.0,16324.350660295639,6519.955833333333,22.031126858318718,1.0
37,2049102.0,132163.0,2717.640919450698,341.517,4.803714665199344,1.0
38,10889397.899999999,1777338.7,31604.115063813748,1814.8996499999998,170.5157202177044,1.0
39,1173728.5,16217.4,708.93030938423,195.6214166666669,16.796486248536585,1.0
40,36158381.0,468729.0,21369.09207257903,6026.396833333333,14.42382846385053,1.0
41,21943787.0,1573642.0,26901.274736846302,3657.2978333333335,15.245379742383543,1.0
42,33770162.0,6672372.0,99355.06051131985,5628.360333333333,541.9988694084825,1.0
43,3031735.4,74184.1,1850.9781911451669,505.2892333333337,6.592300790354459,1.0
44,4451711.0,413668.0,8947.00623566028,741.9518333333333,6.286229613423375,1.0
45,1373725.0,69436.0,1847.247968350446,228.95416666666668,2.353646945130659,1.0
46,124232181.0,1392347.0,88543.48794118191,20705.3635,10.821819714625851,1.0
47,967892.26,23544.44,672.2483220692637,161.31537666666637,6.027302958403392,1.0
48,68369175.0,1458276.0,40641.86267271497,11394.8625,14.501826061984993,1.0
49,43753463.0,1148207.0,39513.02743650102,7292.243833333333,17.42383722536889,1.0
50,3409812.0,63333.0,2402.220770155697,568.302,6.2062268876447115,1.0
51,64300.5,4815.03,97.2950306081183,10.716750000000012,15.422156947202467,1.0
52,2166407.0,148788.0,4456.264942726364,361.06783333333334,16.258156142761624,1.0
53,78058925.0,635648.0,34351.05823477656,13009.820833333333,14.90926931836347,1.0
54,27728634.0,785676.0,35376.35906349044,4621.439,8.307821813775043,1.0
55,5779178.0,76058.0,3645.985900592209,963.1963333333333,8.14721192490094,1.0
56,5173690.7,213364.42,4895.0409355760785,862.2817833333346,6.156599481457521,1.0
57,74287.866,1175.528,36.172346653408745,12.381310999999988,16.83102536941323,1.0
58,1854769.2000000002,53398.4,1394.45005203105,309.12819999999994,11.97373795994587,1.0
59,1561862.0,71914.0,1866.5586071338755,260.31033333333335,4.273832504210057,1.0
60,31253014.0,1614502.0,50192.960915661635,5208.835666666667,14.461771884174233,1.0
