,open_time,open,high,low,close,volume,close_time,quote_asset_volume,n_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,pairing
0,1635341460000,163.0,163.0,163.0,163.0,1000.0,1635341519999,0.00163,1,1000.0,0.00163,DLTBTC
1,1635341520000,163.0,163.0,163.0,163.0,0.0,1635341579999,0.0,0,0.0,0.0,DLTBTC
2,1635341580000,163.0,163.0,163.0,163.0,0.0,1635341639999,0.0,0,0.0,0.0,DLTBTC
3,1635341640000,163.0,163.0,163.0,163.0,0.0,1635341699999,0.0,0,0.0,0.0,DLTBTC
4,1635341700000,163.0,163.0,163.0,163.0,78.0,1635341759999,0.00012714,1,78.0,0.00012714,DLTBTC
5,1635341760000,163.0,163.0,163.0,163.0,0.0,1635341819999,0.0,0,0.0,0.0,DLTBTC
6,1635341820000,163.0,163.0,163.0,163.0,0.0,1635341879999,0.0,0,0.0,0.0,DLTBTC
7,1635341880000,163.0,163.0,163.0,163.0,0.0,1635341939999,0.0,0,0.0,0.0,DLTBTC
8,1635341940000,162.0,162.0,162.0,162.0,463.0,1635341999999,0.00075006,1,0.0,0.0,DLTBTC
9,1635342000000,162.0,162.0,162.0,162.0,0.0,1635342059999,0.0,0,0.0,0.0,DLTBTC
10,1635342060000,162.0,162.0,162.0,162.0,0.0,1635342119999,0.0,0,0.0,0.0,DLTBTC
11,1635342120000,162.0,162.0,162.0,162.0,0.0,1635342179999,0.0,0,0.0,0.0,DLTBTC
12,1635342180000,162.0,162.0,162.0,162.0,0.0,1635342239999,0.0,0,0.0,0.0,DLTBTC
13,1635342240000,162.0,162.0,162.0,162.0,0.0,1635342299999,0.0,0,0.0,0.0,DLTBTC
14,1635342300000,162.0,162.0,162.0,162.0,0.0,1635342359999,0.0,0,0.0,0.0,DLTBTC
15,1635342360000,162.0,162.0,162.0,162.0,0.0,1635342419999,0.0,0,0.0,0.0,DLTBTC
16,1635342420000,162.0,162.0,162.0,162.0,0.0,1635342479999,0.0,0,0.0,0.0,DLTBTC
17,1635342480000,162.0,162.0,162.0,162.0,1310.0,1635342539999,0.0021222,1,0.0,0.0,DLTBTC
18,1635342540000,162.0,162.0,162.0,162.0,0.0,1635342599999,0.0,0,0.0,0.0,DLTBTC
19,1635342600000,162.0,162.0,162.0,162.0,0.0,1635342659999,0.0,0,0.0,0.0,DLTBTC
20,1635342660000,162.0,162.0,162.0,162.0,0.0,1635342719999,0.0,0,0.0,0.0,DLTBTC
21,1635342720000,162.0,162.0,162.0,162.0,0.0,1635342779999,0.0,0,0.0,0.0,DLTBTC
22,1635342780000,162.0,162.0,162.0,162.0,0.0,1635342839999,0.0,0,0.0,0.0,DLTBTC
23,1635342840000,162.0,162.0,162.0,162.0,8211.0,1635342899999,0.01330182,1,0.0,0.0,DLTBTC
24,1635342900000,162.0,162.0,162.0,162.0,0.0,1635342959999,0.0,0,0.0,0.0,DLTBTC
25,1635342960000,162.0,162.0,162.0,162.0,0.0,1635343019999,0.0,0,0.0,0.0,DLTBTC
26,1635343020000,162.0,162.0,162.0,162.0,0.0,1635343079999,0.0,0,0.0,0.0,DLTBTC
27,1635343080000,162.0,162.0,162.0,162.0,0.0,1635343139999,0.0,0,0.0,0.0,DLTBTC
28,1635343140000,162.0,162.0,162.0,162.0,0.0,1635343199999,0.0,0,0.0,0.0,DLTBTC
29,1635343200000,162.0,162.0,162.0,162.0,231.0,1635343259999,0.00037422,1,0.0,0.0,DLTBTC
30,1635343260000,162.0,162.0,162.0,162.0,232.0,1635343319999,0.00037584,1,0.0,0.0,DLTBTC
31,1635343320000,162.0,162.0,162.0,162.0,0.0,1635343379999,0.0,0,0.0,0.0,DLTBTC
32,1635343380000,162.0,162.0,162.0,162.0,489.0,1635343439999,0.00079218,1,0.0,0.0,DLTBTC
33,1635343440000,162.0,162.0,162.0,162.0,232.0,1635343499999,0.00037584,1,0.0,0.0,DLTBTC
34,1635343500000,162.0,162.0,162.0,162.0,0.0,1635343559999,0.0,0,0.0,0.0,DLTBTC
35,1635343560000,162.0,162.0,162.0,162.0,0.0,1635343619999,0.0,0,0.0,0.0,DLTBTC
36,1635343620000,162.0,162.0,162.0,162.0,0.0,1635343679999,0.0,0,0.0,0.0,DLTBTC
37,1635343680000,162.0,162.0,162.0,162.0,0.0,1635343739999,0.0,0,0.0,0.0,DLTBTC
38,1635343740000,162.0,162.0,162.0,162.0,295.0,1635343799999,0.0004779,1,0.0,0.0,DLTBTC
39,1635343800000,162.0,162.0,162.0,162.0,0.0,1635343859999,0.0,0,0.0,0.0,DLTBTC
40,1635343860000,162.0,162.0,162.0,162.0,0.0,1635343919999,0.0,0,0.0,0.0,DLTBTC
41,1635343920000,162.0,162.0,162.0,162.0,0.0,1635343979999,0.0,0,0.0,0.0,DLTBTC
42,1635343980000,162.0,162.0,162.0,162.0,0.0,1635344039999,0.0,0,0.0,0.0,DLTBTC
43,1635344040000,162.0,162.0,162.0,162.0,0.0,1635344099999,0.0,0,0.0,0.0,DLTBTC
44,1635344100000,162.0,162.0,162.0,162.0,216.0,1635344159999,0.00034992,1,0.0,0.0,DLTBTC
45,1635344160000,162.0,162.0,162.0,162.0,0.0,1635344219999,0.0,0,0.0,0.0,DLTBTC
46,1635344220000,162.0,162.0,162.0,162.0,0.0,1635344279999,0.0,0,0.0,0.0,DLTBTC
47,1635344280000,162.0,162.0,162.0,162.0,0.0,1635344339999,0.0,0,0.0,0.0,DLTBTC
48,1635344340000,162.0,162.0,162.0,162.0,0.0,1635344399999,0.0,0,0.0,0.0,DLTBTC
49,1635344400000,162.0,162.0,162.0,162.0,7378.0,1635344459999,0.01195236,4,0.0,0.0,DLTBTC
50,1635344460000,162.0,162.0,162.0,162.0,1041.0,1635344519999,0.00168642,1,0.0,0.0,DLTBTC
51,1635344520000,162.0,162.0,162.0,162.0,0.0,1635344579999,0.0,0,0.0,0.0,DLTBTC
52,1635344580000,162.0,162.0,162.0,162.0,0.0,1635344639999,0.0,0,0.0,0.0,DLTBTC
53,1635344640000,162.0,162.0,162.0,162.0,0.0,1635344699999,0.0,0,0.0,0.0,DLTBTC
54,1635344700000,162.0,162.0,162.0,162.0,0.0,1635344759999,0.0,0,0.0,0.0,DLTBTC
55,1635344760000,162.0,162.0,161.0,161.0,7685.0,1635344819999,0.0124393,4,0.0,0.0,DLTBTC
56,1635344820000,161.0,161.0,161.0,161.0,64632.0,1635344879999,0.10405752,7,0.0,0.0,DLTBTC
57,1635344880000,161.0,161.0,161.0,161.0,0.0,1635344939999,0.0,0,0.0,0.0,DLTBTC
58,1635344940000,161.0,161.0,161.0,161.0,0.0,1635344999999,0.0,0,0.0,0.0,DLTBTC
59,1635345000000,161.0,161.0,161.0,161.0,0.0,1635345059999,0.0,0,0.0,0.0,DLTBTC
60,1635345060000,162.0,162.0,162.0,162.0,618.0,1635345119999,0.00100116,3,618.0,0.00100116,DLTBTC
61,1635345120000,162.0,162.0,162.0,162.0,0.0,1635345179999,0.0,0,0.0,0.0,DLTBTC
62,1635345180000,161.0,161.0,161.0,161.0,361.0,1635345239999,0.00058121,1,0.0,0.0,DLTBTC
63,1635345240000,161.0,161.0,161.0,161.0,0.0,1635345299999,0.0,0,0.0,0.0,DLTBTC
64,1635345300000,161.0,161.0,161.0,161.0,0.0,1635345359999,0.0,0,0.0,0.0,DLTBTC
65,1635345360000,161.0,161.0,161.0,161.0,0.0,1635345419999,0.0,0,0.0,0.0,DLTBTC
66,1635345420000,161.0,161.0,161.0,161.0,0.0,1635345479999,0.0,0,0.0,0.0,DLTBTC
67,1635345480000,161.0,161.0,161.0,161.0,0.0,1635345539999,0.0,0,0.0,0.0,DLTBTC
68,1635345540000,161.0,161.0,161.0,161.0,0.0,1635345599999,0.0,0,0.0,0.0,DLTBTC
69,1635345600000,161.0,161.0,161.0,161.0,0.0,1635345659999,0.0,0,0.0,0.0,DLTBTC
70,1635345660000,161.0,161.0,161.0,161.0,0.0,1635345719999,0.0,0,0.0,0.0,DLTBTC
71,1635345720000,161.0,161.0,161.0,161.0,0.0,1635345779999,0.0,0,0.0,0.0,DLTBTC
72,1635345780000,161.0,161.0,161.0,161.0,0.0,1635345839999,0.0,0,0.0,0.0,DLTBTC
73,1635345840000,161.0,161.0,161.0,161.0,736.0,1635345899999,0.00118496,1,0.0,0.0,DLTBTC
74,1635345900000,161.0,161.0,161.0,161.0,0.0,1635345959999,0.0,0,0.0,0.0,DLTBTC
75,1635345960000,161.0,161.0,161.0,161.0,0.0,1635346019999,0.0,0,0.0,0.0,DLTBTC
76,1635346020000,161.0,161.0,161.0,161.0,0.0,1635346079999,0.0,0,0.0,0.0,DLTBTC
77,1635346080000,161.0,161.0,161.0,161.0,0.0,1635346139999,0.0,0,0.0,0.0,DLTBTC
78,1635346140000,161.0,161.0,161.0,161.0,0.0,1635346199999,0.0,0,0.0,0.0,DLTBTC
79,1635346200000,161.0,161.0,161.0,161.0,0.0,1635346259999,0.0,0,0.0,0.0,DLTBTC
80,1635346260000,161.0,161.0,161.0,161.0,0.0,1635346319999,0.0,0,0.0,0.0,DLTBTC
81,1635346320000,161.0,161.0,161.0,161.0,597.0,1635346379999,0.00096117,1,0.0,0.0,DLTBTC
82,1635346380000,161.0,161.0,161.0,161.0,0.0,1635346439999,0.0,0,0.0,0.0,DLTBTC
83,1635346440000,161.0,161.0,161.0,161.0,0.0,1635346499999,0.0,0,0.0,0.0,DLTBTC
84,1635346500000,162.0,162.0,162.0,162.0,1938.0,1635346559999,0.00313956,2,1938.0,0.00313956,DLTBTC
85,1635346560000,162.0,162.0,162.0,162.0,0.0,1635346619999,0.0,0,0.0,0.0,DLTBTC
86,1635346620000,162.0,162.0,162.0,162.0,0.0,1635346679999,0.0,0,0.0,0.0,DLTBTC
87,1635346680000,162.0,162.0,162.0,162.0,0.0,1635346739999,0.0,0,0.0,0.0,DLTBTC
88,1635346740000,162.0,162.0,162.0,162.0,0.0,1635346799999,0.0,0,0.0,0.0,DLTBTC
89,1635346800000,162.0,162.0,162.0,162.0,0.0,1635346859999,0.0,0,0.0,0.0,DLTBTC
90,1635346860000,162.0,162.0,162.0,162.0,501.0,1635346919999,0.00081162,2,501.0,0.00081162,DLTBTC
91,1635346920000,162.0,162.0,162.0,162.0,0.0,1635346979999,0.0,0,0.0,0.0,DLTBTC
92,1635346980000,161.0,161.0,161.0,161.0,1730.0,1635347039999,0.0027853,2,0.0,0.0,DLTBTC
93,1635347040000,161.0,161.0,161.0,161.0,155.0,1635347099999,0.00024955,1,0.0,0.0,DLTBTC
94,1635347100000,161.0,161.0,161.0,161.0,0.0,1635347159999,0.0,0,0.0,0.0,DLTBTC
95,1635347160000,161.0,161.0,161.0,161.0,0.0,1635347219999,0.0,0,0.0,0.0,DLTBTC
96,1635347220000,161.0,161.0,161.0,161.0,0.0,1635347279999,0.0,0,0.0,0.0,DLTBTC
97,1635347280000,161.0,161.0,161.0,161.0,0.0,1635347339999,0.0,0,0.0,0.0,DLTBTC
98,1635347340000,161.0,161.0,161.0,161.0,0.0,1635347399999,0.0,0,0.0,0.0,DLTBTC
99,1635347400000,161.0,161.0,161.0,161.0,0.0,1635347459999,0.0,0,0.0,0.0,DLTBTC
100,1635347460000,161.0,161.0,161.0,161.0,0.0,1635347519999,0.0,0,0.0,0.0,DLTBTC
101,1635347520000,161.0,161.0,161.0,161.0,0.0,1635347579999,0.0,0,0.0,0.0,DLTBTC
102,1635347580000,161.0,161.0,161.0,161.0,0.0,1635347639999,0.0,0,0.0,0.0,DLTBTC
103,1635347640000,161.0,161.0,161.0,161.0,0.0,1635347699999,0.0,0,0.0,0.0,DLTBTC
104,1635347700000,161.0,161.0,161.0,161.0,0.0,1635347759999,0.0,0,0.0,0.0,DLTBTC
105,1635347760000,161.0,161.0,161.0,161.0,0.0,1635347819999,0.0,0,0.0,0.0,DLTBTC
106,1635347820000,161.0,161.0,161.0,161.0,999.0,1635347879999,0.00160839,1,0.0,0.0,DLTBTC
107,1635347880000,161.0,161.0,161.0,161.0,947.0,1635347939999,0.00152467,1,0.0,0.0,DLTBTC
108,1635347940000,161.0,161.0,161.0,161.0,0.0,1635347999999,0.0,0,0.0,0.0,DLTBTC
109,1635348000000,161.0,161.0,161.0,161.0,908.0,1635348059999,0.00146188,2,0.0,0.0,DLTBTC
110,1635348060000,161.0,161.0,161.0,161.0,0.0,1635348119999,0.0,0,0.0,0.0,DLTBTC
111,1635348120000,161.0,161.0,161.0,161.0,0.0,1635348179999,0.0,0,0.0,0.0,DLTBTC
112,1635348180000,161.0,161.0,161.0,161.0,0.0,1635348239999,0.0,0,0.0,0.0,DLTBTC
113,1635348240000,161.0,161.0,161.0,161.0,0.0,1635348299999,0.0,0,0.0,0.0,DLTBTC
114,1635348300000,161.0,161.0,161.0,161.0,0.0,1635348359999,0.0,0,0.0,0.0,DLTBTC
