,open_time,open,high,low,close,volume,close_time,quote_asset_volume,n_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,pairing
0,1591494900000,0.00001482,0.00001482,0.00001482,0.00001482,0.00000000,1591494959999,0.00000000,0,0.00000000,0.00000000,INSBTC
1,1591494960000,0.00001482,0.00001482,0.00001482,0.00001482,0.00000000,1591495019999,0.00000000,0,0.00000000,0.00000000,INSBTC
2,1591495020000,0.00001482,0.00001482,0.00001482,0.00001482,0.00000000,1591495079999,0.00000000,0,0.00000000,0.00000000,INSBTC
3,1591495080000,0.00001483,0.00001483,0.00001480,0.00001480,6998.00000000,1591495139999,0.10360288,7,0.00000000,0.00000000,INSBTC
4,1591495140000,0.00001480,0.00001480,0.00001480,0.00001480,111.00000000,1591495199999,0.00164280,2,111.00000000,0.00164280,INSBTC
5,1591495200000,0.00001480,0.00001480,0.00001476,0.00001476,1735.00000000,1591495259999,0.02561040,4,1716.00000000,0.02532996,INSBTC
6,1591495260000,0.00001476,0.00001476,0.00001476,0.00001476,0.00000000,1591495319999,0.00000000,0,0.00000000,0.00000000,INSBTC
7,1591495320000,0.00001476,0.00001476,0.00001473,0.00001473,1606.00000000,1591495379999,0.02366360,7,74.00000000,0.00109224,INSBTC
8,1591495380000,0.00001473,0.00001473,0.00001473,0.00001473,0.00000000,1591495439999,0.00000000,0,0.00000000,0.00000000,INSBTC
9,1591495440000,0.00001473,0.00001473,0.00001473,0.00001473,0.00000000,1591495499999,0.00000000,0,0.00000000,0.00000000,INSBTC
10,1591495500000,0.00001473,0.00001473,0.00001473,0.00001473,0.00000000,1591495559999,0.00000000,0,0.00000000,0.00000000,INSBTC
11,1591495560000,0.00001473,0.00001473,0.00001473,0.00001473,0.00000000,1591495619999,0.00000000,0,0.00000000,0.00000000,INSBTC
12,1591495620000,0.00001473,0.00001473,0.00001473,0.00001473,0.00000000,1591495679999,0.00000000,0,0.00000000,0.00000000,INSBTC
13,1591495680000,0.00001473,0.00001473,0.00001473,0.00001473,0.00000000,1591495739999,0.00000000,0,0.00000000,0.00000000,INSBTC
14,1591495740000,0.00001473,0.00001473,0.00001473,0.00001473,0.00000000,1591495799999,0.00000000,0,0.00000000,0.00000000,INSBTC
15,1591495800000,0.00001470,0.00001470,0.00001469,0.00001469,4564.00000000,1591495859999,0.06708159,7,0.00000000,0.00000000,INSBTC
16,1591495860000,0.00001476,0.00001476,0.00001476,0.00001476,19.00000000,1591495919999,0.00028044,2,19.00000000,0.00028044,INSBTC
17,1591495920000,0.00001480,0.00001480,0.00001480,0.00001480,68.00000000,1591495979999,0.00100640,1,68.00000000,0.00100640,INSBTC
18,1591495980000,0.00001480,0.00001480,0.00001480,0.00001480,0.00000000,1591496039999,0.00000000,0,0.00000000,0.00000000,INSBTC
19,1591496040000,0.00001480,0.00001480,0.00001480,0.00001480,0.00000000,1591496099999,0.00000000,0,0.00000000,0.00000000,INSBTC
