,open_time,open,high,low,close,volume,close_time,quote_asset_volume,n_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,pairing
0,1587288840000,0.00002760,0.00002760,0.00002760,0.00002760,0.00000000,1587288899999,0.00000000,0,0.00000000,0.00000000,NULSBTC
1,1587288900000,0.00002760,0.00002760,0.00002760,0.00002760,0.00000000,1587288959999,0.00000000,0,0.00000000,0.00000000,NULSBTC
2,1587288960000,0.00002760,0.00002760,0.00002760,0.00002760,0.00000000,1587289019999,0.00000000,0,0.00000000,0.00000000,NULSBTC
3,1587289020000,0.00002760,0.00002760,0.00002760,0.00002760,0.00000000,1587289079999,0.00000000,0,0.00000000,0.00000000,NULSBTC
4,1587289080000,0.00002760,0.00002760,0.00002760,0.00002760,4099.00000000,1587289139999,0.11313240,1,4099.00000000,0.11313240,NULSBTC
5,1587289140000,0.00002760,0.00002760,0.00002760,0.00002760,0.00000000,1587289199999,0.00000000,0,0.00000000,0.00000000,NULSBTC
6,1587289200000,0.00002760,0.00002760,0.00002760,0.00002760,5.00000000,1587289259999,0.00013800,2,5.00000000,0.00013800,NULSBTC
7,1587289260000,0.00002760,0.00002760,0.00002760,0.00002760,0.00000000,1587289319999,0.00000000,0,0.00000000,0.00000000,NULSBTC
8,1587289320000,0.00002760,0.00002760,0.00002760,0.00002760,21.00000000,1587289379999,0.00057960,1,21.00000000,0.00057960,NULSBTC
9,1587289380000,0.00002760,0.00002775,0.00002760,0.00002775,1933.00000000,1587289439999,0.05336521,10,1933.00000000,0.05336521,NULSBTC
10,1587289440000,0.00002771,0.00002771,0.00002766,0.00002766,404.00000000,1587289499999,0.01119384,3,384.00000000,0.01064064,NULSBTC
11,1587289500000,0.00002766,0.00002766,0.00002766,0.00002766,0.00000000,1587289559999,0.00000000,0,0.00000000,0.00000000,NULSBTC
12,1587289560000,0.00002766,0.00002766,0.00002766,0.00002766,0.00000000,1587289619999,0.00000000,0,0.00000000,0.00000000,NULSBTC
13,1587289620000,0.00002766,0.00002766,0.00002766,0.00002766,0.00000000,1587289679999,0.00000000,0,0.00000000,0.00000000,NULSBTC
14,1587289680000,0.00002766,0.00002766,0.00002766,0.00002766,0.00000000,1587289739999,0.00000000,0,0.00000000,0.00000000,NULSBTC
15,1587289740000,0.00002766,0.00002766,0.00002766,0.00002766,0.00000000,1587289799999,0.00000000,0,0.00000000,0.00000000,NULSBTC
16,1587289800000,0.00002766,0.00002766,0.00002766,0.00002766,0.00000000,1587289859999,0.00000000,0,0.00000000,0.00000000,NULSBTC
17,1587289860000,0.00002772,0.00002772,0.00002772,0.00002772,214.00000000,1587289919999,0.00593208,1,214.00000000,0.00593208,NULSBTC
18,1587289920000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587289979999,0.00000000,0,0.00000000,0.00000000,NULSBTC
19,1587289980000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587290039999,0.00000000,0,0.00000000,0.00000000,NULSBTC
20,1587290040000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587290099999,0.00000000,0,0.00000000,0.00000000,NULSBTC
21,1587290100000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587290159999,0.00000000,0,0.00000000,0.00000000,NULSBTC
22,1587290160000,0.00002762,0.00002762,0.00002762,0.00002762,25.00000000,1587290219999,0.00069050,1,25.00000000,0.00069050,NULSBTC
23,1587290220000,0.00002762,0.00002762,0.00002762,0.00002762,0.00000000,1587290279999,0.00000000,0,0.00000000,0.00000000,NULSBTC
24,1587290280000,0.00002762,0.00002762,0.00002762,0.00002762,0.00000000,1587290339999,0.00000000,0,0.00000000,0.00000000,NULSBTC
25,1587290340000,0.00002762,0.00002762,0.00002762,0.00002762,0.00000000,1587290399999,0.00000000,0,0.00000000,0.00000000,NULSBTC
26,1587290400000,0.00002772,0.00002772,0.00002772,0.00002772,4.00000000,1587290459999,0.00011088,1,4.00000000,0.00011088,NULSBTC
27,1587290460000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587290519999,0.00000000,0,0.00000000,0.00000000,NULSBTC
28,1587290520000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587290579999,0.00000000,0,0.00000000,0.00000000,NULSBTC
29,1587290580000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587290639999,0.00000000,0,0.00000000,0.00000000,NULSBTC
30,1587290640000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587290699999,0.00000000,0,0.00000000,0.00000000,NULSBTC
31,1587290700000,0.00002772,0.00002779,0.00002772,0.00002779,145.00000000,1587290759999,0.00402714,8,145.00000000,0.00402714,NULSBTC
32,1587290760000,0.00002772,0.00002772,0.00002772,0.00002772,20.00000000,1587290819999,0.00055440,1,0.00000000,0.00000000,NULSBTC
33,1587290820000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587290879999,0.00000000,0,0.00000000,0.00000000,NULSBTC
34,1587290880000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587290939999,0.00000000,0,0.00000000,0.00000000,NULSBTC
35,1587290940000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587290999999,0.00000000,0,0.00000000,0.00000000,NULSBTC
36,1587291000000,0.00002778,0.00002778,0.00002778,0.00002778,1.00000000,1587291059999,0.00002778,1,1.00000000,0.00002778,NULSBTC
37,1587291060000,0.00002778,0.00002778,0.00002778,0.00002778,0.00000000,1587291119999,0.00000000,0,0.00000000,0.00000000,NULSBTC
38,1587291120000,0.00002778,0.00002778,0.00002778,0.00002778,0.00000000,1587291179999,0.00000000,0,0.00000000,0.00000000,NULSBTC
39,1587291180000,0.00002778,0.00002778,0.00002778,0.00002778,0.00000000,1587291239999,0.00000000,0,0.00000000,0.00000000,NULSBTC
40,1587291240000,0.00002778,0.00002778,0.00002778,0.00002778,0.00000000,1587291299999,0.00000000,0,0.00000000,0.00000000,NULSBTC
41,1587291300000,0.00002778,0.00002780,0.00002778,0.00002780,6043.00000000,1587291359999,0.16787533,4,6043.00000000,0.16787533,NULSBTC
42,1587291360000,0.00002780,0.00002780,0.00002780,0.00002780,0.00000000,1587291419999,0.00000000,0,0.00000000,0.00000000,NULSBTC
43,1587291420000,0.00002780,0.00002780,0.00002780,0.00002780,0.00000000,1587291479999,0.00000000,0,0.00000000,0.00000000,NULSBTC
44,1587291480000,0.00002780,0.00002780,0.00002780,0.00002780,0.00000000,1587291539999,0.00000000,0,0.00000000,0.00000000,NULSBTC
45,1587291540000,0.00002772,0.00002772,0.00002772,0.00002772,20.00000000,1587291599999,0.00055440,1,0.00000000,0.00000000,NULSBTC
46,1587291600000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587291659999,0.00000000,0,0.00000000,0.00000000,NULSBTC
47,1587291660000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587291719999,0.00000000,0,0.00000000,0.00000000,NULSBTC
48,1587291720000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587291779999,0.00000000,0,0.00000000,0.00000000,NULSBTC
49,1587291780000,0.00002772,0.00002772,0.00002772,0.00002772,260.00000000,1587291839999,0.00720720,2,0.00000000,0.00000000,NULSBTC
50,1587291840000,0.00002777,0.00002780,0.00002777,0.00002780,307.00000000,1587291899999,0.00853372,4,307.00000000,0.00853372,NULSBTC
51,1587291900000,0.00002772,0.00002772,0.00002772,0.00002772,20.00000000,1587291959999,0.00055440,1,0.00000000,0.00000000,NULSBTC
52,1587291960000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587292019999,0.00000000,0,0.00000000,0.00000000,NULSBTC
53,1587292020000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587292079999,0.00000000,0,0.00000000,0.00000000,NULSBTC
54,1587292080000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587292139999,0.00000000,0,0.00000000,0.00000000,NULSBTC
55,1587292140000,0.00002767,0.00002771,0.00002754,0.00002771,1794.00000000,1587292199999,0.04948602,31,65.00000000,0.00179990,NULSBTC
56,1587292200000,0.00002770,0.00002779,0.00002770,0.00002779,2850.00000000,1587292259999,0.07912015,22,2850.00000000,0.07912015,NULSBTC
57,1587292260000,0.00002779,0.00002779,0.00002779,0.00002779,1.00000000,1587292319999,0.00002779,1,1.00000000,0.00002779,NULSBTC
58,1587292320000,0.00002779,0.00002779,0.00002779,0.00002779,0.00000000,1587292379999,0.00000000,0,0.00000000,0.00000000,NULSBTC
59,1587292380000,0.00002772,0.00002772,0.00002772,0.00002772,20.00000000,1587292439999,0.00055440,2,0.00000000,0.00000000,NULSBTC
60,1587292440000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587292499999,0.00000000,0,0.00000000,0.00000000,NULSBTC
61,1587292500000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587292559999,0.00000000,0,0.00000000,0.00000000,NULSBTC
62,1587292560000,0.00002778,0.00002778,0.00002778,0.00002778,1.00000000,1587292619999,0.00002778,1,1.00000000,0.00002778,NULSBTC
63,1587292620000,0.00002778,0.00002778,0.00002778,0.00002778,0.00000000,1587292679999,0.00000000,0,0.00000000,0.00000000,NULSBTC
64,1587292680000,0.00002766,0.00002772,0.00002766,0.00002772,284.00000000,1587292739999,0.00785664,4,20.00000000,0.00055440,NULSBTC
65,1587292740000,0.00002772,0.00002772,0.00002772,0.00002772,0.00000000,1587292799999,0.00000000,0,0.00000000,0.00000000,NULSBTC
